id,title,genres,keywords,overview,cast,crew,vote_average,runtime,release_date,popularity,original_language
80054,Ayat-Ayat Cinta Part 2,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Romance""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Romance genre, directed by Hanung Bramantyo. This film features standout performances by Fedi Nuril, Rianti Cartwright.","[{""name"": ""Fedi Nuril"", ""character"": """"}, {""name"": ""Rianti Cartwright"", ""character"": """"}]","[{""name"": ""Hanung Bramantyo"", ""job"": ""Director""}]",6.8,165,2020-06-03,19.3,id
80055,Ada Apa Dengan Cinta? Part 2,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Rudi Soedjarwo. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Rudi Soedjarwo"", ""job"": ""Director""}]",7.2,113,2015-04-06,56.0,id
80056,Ada Apa Dengan Cinta 2 Part 2,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Riri Riza. This film features standout performances by Dian Sastrowardoyo, Nicholas Saputra.","[{""name"": ""Dian Sastrowardoyo"", ""character"": """"}, {""name"": ""Nicholas Saputra"", ""character"": """"}]","[{""name"": ""Riri Riza"", ""job"": ""Director""}]",6.3,134,2014-02-07,42.9,id
80057,Gundala Part 2,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Sci-Fi""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Sci-Fi genre, directed by Joko Anwar. This film features standout performances by Abimana Aryasatya, Tara Basro.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Tara Basro"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",6.2,168,2024-12-13,95.8,id
80058,Impetigore Part 2,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Joko Anwar. This film features standout performances by Tara Basro, Marissa Anita.","[{""name"": ""Tara Basro"", ""character"": """"}, {""name"": ""Marissa Anita"", ""character"": """"}]","[{""name"": ""Joko Anwar"", ""job"": ""Director""}]",6.7,105,2000-05-11,89.5,id
80059,The Big 4 Part 2,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Comedy""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Comedy genre, directed by Timo Tjahjanto. This film features standout performances by Abimana Aryasatya, Putri Marino.","[{""name"": ""Abimana Aryasatya"", ""character"": """"}, {""name"": ""Putri Marino"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",8.0,100,2014-08-15,10.1,id
80060,Dilan 1990 Part 2,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",7.5,163,2007-09-30,66.6,id
80061,Dilan 1991 Part 2,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",7.7,152,2019-08-21,71.8,id
80062,Milea: Suara dari Dilan Part 2,"[{""id"": 0, ""name"": ""Romance""}, {""id"": 1, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Romance, Drama genre, directed by Fajar Bustomi. This film features standout performances by Iqbaal Ramadhan, Vanesha Prescilla.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Vanesha Prescilla"", ""character"": """"}]","[{""name"": ""Fajar Bustomi"", ""job"": ""Director""}]",6.3,136,2009-10-12,58.4,id
80063,Stealing Raden Saleh Part 2,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Heist""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Heist genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",8.2,91,2024-10-05,82.0,id
80064,Nanti Kita Cerita Tentang Hari Ini Part 2,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Family""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Family genre, directed by Angga Dwimas Sasongko. This film features standout performances by Rachel Amanda, Rio Dewanto.","[{""name"": ""Rachel Amanda"", ""character"": """"}, {""name"": ""Rio Dewanto"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",6.0,103,2005-05-14,41.3,id
80065,Sayap Sayap Patah Part 2,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Action genre, directed by Rudi Soedjarwo. This film features standout performances by Nicholas Saputra, Ariel Tatum.","[{""name"": ""Nicholas Saputra"", ""character"": """"}, {""name"": ""Ariel Tatum"", ""character"": """"}]","[{""name"": ""Rudi Soedjarwo"", ""job"": ""Director""}]",7.8,132,2019-02-01,22.2,id
80066,Sewu Dino Part 2,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Kimo Stamboel. This film features standout performances by Mikha Tambayong, Rio Dewanto.","[{""name"": ""Mikha Tambayong"", ""character"": """"}, {""name"": ""Rio Dewanto"", ""character"": """"}]","[{""name"": ""Kimo Stamboel"", ""job"": ""Director""}]",5.7,104,2006-04-28,20.5,id
80067,Di Ambang Kematian Part 2,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Azhar Kinoi Lubis. This film features standout performances by Taskya Namya, Wafda Saifan.","[{""name"": ""Taskya Namya"", ""character"": """"}, {""name"": ""Wafda Saifan"", ""character"": """"}]","[{""name"": ""Azhar Kinoi Lubis"", ""job"": ""Director""}]",7.4,118,2015-04-26,58.1,id
80068,Siksa Neraka Part 2,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Anggy Umara. This film features standout performances by Kiesha Alvaro, Ariyo Wahab.","[{""name"": ""Kiesha Alvaro"", ""character"": """"}, {""name"": ""Ariyo Wahab"", ""character"": """"}]","[{""name"": ""Anggy Umara"", ""job"": ""Director""}]",7.5,92,2018-12-19,79.9,id
80069,Mencuri Raden Saleh Part 2,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Crime""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Crime genre, directed by Angga Dwimas Sasongko. This film features standout performances by Iqbaal Ramadhan, Angga Yunanda.","[{""name"": ""Iqbaal Ramadhan"", ""character"": """"}, {""name"": ""Angga Yunanda"", ""character"": """"}]","[{""name"": ""Angga Dwimas Sasongko"", ""job"": ""Director""}]",8.2,122,2011-01-10,26.0,id
80070,Suzanna: Bernapas dalam Kubur Part 2,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Rocky Soraya. This film features standout performances by Luna Maya, Herjunot Ali.","[{""name"": ""Luna Maya"", ""character"": """"}, {""name"": ""Herjunot Ali"", ""character"": """"}]","[{""name"": ""Rocky Soraya"", ""job"": ""Director""}]",6.4,88,2024-07-14,52.8,id
80071,Sang Penari Part 2,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""History""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, History genre, directed by Ifa Isfansyah. This film features standout performances by Prisia Nasution, Oka Antara.","[{""name"": ""Prisia Nasution"", ""character"": """"}, {""name"": ""Oka Antara"", ""character"": """"}]","[{""name"": ""Ifa Isfansyah"", ""job"": ""Director""}]",8.5,126,2001-04-15,86.0,id
80072,Photocopier Part 2,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Mystery genre, directed by Wregas Bhanuteja. This film features standout performances by Shenina Cinnamon, Chicco Kurniawan.","[{""name"": ""Shenina Cinnamon"", ""character"": """"}, {""name"": ""Chicco Kurniawan"", ""character"": """"}]","[{""name"": ""Wregas Bhanuteja"", ""job"": ""Director""}]",8.6,156,2020-09-10,95.2,id
80073,Yuni Part 2,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Arawinda Kirana, Kevin Ardilova.","[{""name"": ""Arawinda Kirana"", ""character"": """"}, {""name"": ""Kevin Ardilova"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",8.1,90,2005-06-12,97.0,id
80074,"Before, Now & Then Part 2","[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Kamila Andini. This film features standout performances by Happy Salma, Laura Basuki.","[{""name"": ""Happy Salma"", ""character"": """"}, {""name"": ""Laura Basuki"", ""character"": """"}]","[{""name"": ""Kamila Andini"", ""job"": ""Director""}]",8.3,90,2008-12-01,70.9,id
80075,Marlina the Murderer in Four Acts Part 2,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Western""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Western genre, directed by Mouly Surya. This film features standout performances by Marsha Timothy, Dea Panendra.","[{""name"": ""Marsha Timothy"", ""character"": """"}, {""name"": ""Dea Panendra"", ""character"": """"}]","[{""name"": ""Mouly Surya"", ""job"": ""Director""}]",8.0,126,2024-03-16,78.5,id
80076,The Night Comes for Us Part 2,"[{""id"": 0, ""name"": ""Action""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action, Thriller genre, directed by Timo Tjahjanto. This film features standout performances by Joe Taslim, Iko Uwais.","[{""name"": ""Joe Taslim"", ""character"": """"}, {""name"": ""Iko Uwais"", ""character"": """"}]","[{""name"": ""Timo Tjahjanto"", ""job"": ""Director""}]",6.6,90,2008-06-22,30.3,id
80077,Headshot Part 2,"[{""id"": 0, ""name"": ""Action""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Action genre, directed by The Mo Brothers. This film features standout performances by Iko Uwais, Chelsea Islan.","[{""name"": ""Iko Uwais"", ""character"": """"}, {""name"": ""Chelsea Islan"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",8.8,86,2010-03-08,52.2,id
80078,Macabre Part 2,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Slasher""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Slasher genre, directed by The Mo Brothers. This film features standout performances by Shareefa Daanish, Julie Estelle.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Julie Estelle"", ""character"": """"}]","[{""name"": ""The Mo Brothers"", ""job"": ""Director""}]",7.3,130,2020-10-19,32.8,id
80079,Susi Susanti: Love All Part 2,"[{""id"": 0, ""name"": ""Drama""}, {""id"": 1, ""name"": ""Sport""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama, Sport genre, directed by Sim F. This film features standout performances by Laura Basuki, Dion Wiyoko.","[{""name"": ""Laura Basuki"", ""character"": """"}, {""name"": ""Dion Wiyoko"", ""character"": """"}]","[{""name"": ""Sim F"", ""job"": ""Director""}]",6.9,163,2016-11-26,46.4,id
80080,27 Steps of May Part 2,"[{""id"": 0, ""name"": ""Drama""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Drama genre, directed by Ravi Bharwani. This film features standout performances by Raihaanun, Lukman Sardi.","[{""name"": ""Raihaanun"", ""character"": """"}, {""name"": ""Lukman Sardi"", ""character"": """"}]","[{""name"": ""Ravi Bharwani"", ""job"": ""Director""}]",7.1,164,2018-11-07,87.8,id
80081,Danur: I Can See Ghosts Part 3,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Mystery""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Mystery genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Shareefa Daanish.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Shareefa Daanish"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.6,129,2003-10-20,43.7,id
80082,Danur 2: Maddah Part 3,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Sophia Latjuba.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Sophia Latjuba"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",6.2,110,2025-01-14,46.3,id
80083,Danur 3: Sunyaruri Part 3,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Prilly Latuconsina, Rizky Nazar.","[{""name"": ""Prilly Latuconsina"", ""character"": """"}, {""name"": ""Rizky Nazar"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",5.9,121,2024-11-07,94.2,id
80084,Asih Part 3,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Shareefa Daanish, Citra Kirana.","[{""name"": ""Shareefa Daanish"", ""character"": """"}, {""name"": ""Citra Kirana"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",8.8,89,2010-05-31,13.2,id
80085,Ivanna Part 3,"[{""id"": 0, ""name"": ""Horror""}, {""id"": 1, ""name"": ""Thriller""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror, Thriller genre, directed by Kimo Stamboel. This film features standout performances by Caitlin Halderman, Jovarel Callum.","[{""name"": ""Caitlin Halderman"", ""character"": """"}, {""name"": ""Jovarel Callum"", ""character"": """"}]","[{""name"": ""Kimo Stamboel"", ""job"": ""Director""}]",5.5,131,2006-01-12,24.9,id
80086,Agak Laen Part 3,"[{""id"": 0, ""name"": ""Comedy""}, {""id"": 1, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Comedy, Horror genre, directed by Muhadkly Acho. This film features standout performances by Bene Dion, Boris Bokir.","[{""name"": ""Bene Dion"", ""character"": """"}, {""name"": ""Boris Bokir"", ""character"": """"}]","[{""name"": ""Muhadkly Acho"", ""job"": ""Director""}]",7.6,168,2013-04-10,41.2,id
80087,KKN di Desa Penari Part 3,"[{""id"": 0, ""name"": ""Horror""}]","[{""id"": 1, ""name"": ""indonesian movie""}, {""id"": 2, ""name"": ""popular cinema""}]","A major production in the Horror genre, directed by Awi Suryadi. This film features standout performances by Tissa Biani, Adinda Thomas.","[{""name"": ""Tissa Biani"", ""character"": """"}, {""name"": ""Adinda Thomas"", ""character"": """"}]","[{""name"": ""Awi Suryadi"", ""job"": ""Director""}]",5.9,126,2007-01-27,32.1,id
